Country,Trials,Trial Phase,Diseases,Institution
Ethiopia,All Clinical Trials,Phase-4,Circulatory System,Dilla University Referral Hospital
Ethiopia,All Clinical Trials,Phase-3,Endocrine,Damot pulassa Bibiso Olola; Damot Pulassa Waribira Suqe; Damot Pulassa Ade Shanto; Damot pulassa Tomtome; Damot pulassa Lera
Ethiopia,All Clinical Trials,Phase-1,Endocrine,productive safety net targeted ares of Amhara and Oromia regions in Ethiopia
Ethiopia,Infant Clinical Trials,Phase-3,Endocrine,Damot pulassa Bibiso Olola; Damot Pulassa Waribira Suqe; Damot Pulassa Ade Shanto; Damot pulassa Tomtome; Damot pulassa Lera
Ethiopia,Infant Clinical Trials,Phase-1,Endocrine,productive safety net targeted ares of Amhara and Oromia regions in Ethiopia
Ethiopia,All Clinical Trials,Phase-3,Infections and Infestations,Jimma University Medical center ART clinic
Ethiopia,All Clinical Trials,Phase-4,Infections and Infestations,Hawassa University Referral Hospital ; JCRC
Ethiopia,All Clinical Trials,Phase-3,Infections and Infestations,Jabi Tehnan District Health Bureau 
Ethiopia,All Clinical Trials,Phase-4,Infections and Infestations,Adet primary Hospital in Yilmana Dendssa woreda
Ethiopia,All Clinical Trials,Phase-4,Infections and Infestations,Maksegnit Health center; Enfranz Health center; Metehara Health center
Ethiopia,All Clinical Trials,Phase-2,Infections and Infestations,Armauer Hansen Research InstituteAHRI
Ethiopia,All Clinical Trials,Phase-3,Infections and Infestations,Arba Minch general hospital ; Felege Ghion Specialized and Teaching hospital ; Boru Media Hospital  ; ALERT Center 
Ethiopia,Infant Clinical Trials,Phase-3,Infections and Infestations,Jabi Tehnan District Health Bureau 
Ethiopia,Infant Clinical Trials,Phase-4,Infections and Infestations,Adet primary Hospital in Yilmana Dendssa woreda
Ethiopia,Infant Clinical Trials,Phase-2,Infections and Infestations,Armauer Hansen Research InstituteAHRI
Ethiopia,All Clinical Trials,Phase-3,Mental and Behavioural Disorders,Jimma University Medical center ART clinic
Ethiopia,All Clinical Trials,Phase-3,Metabolic,Damot pulassa Bibiso Olola; Damot Pulassa Waribira Suqe; Damot Pulassa Ade Shanto; Damot pulassa Tomtome; Damot pulassa Lera
Ethiopia,All Clinical Trials,Phase-1,Metabolic,productive safety net targeted ares of Amhara and Oromia regions in Ethiopia
Ethiopia,Infant Clinical Trials,Phase-3,Metabolic,Damot pulassa Bibiso Olola; Damot Pulassa Waribira Suqe; Damot Pulassa Ade Shanto; Damot pulassa Tomtome; Damot pulassa Lera
Ethiopia,Infant Clinical Trials,Phase-1,Metabolic,productive safety net targeted ares of Amhara and Oromia regions in Ethiopia
Ethiopia,All Clinical Trials,Phase-3,Nutritional,Damot pulassa Bibiso Olola; Damot Pulassa Waribira Suqe; Damot Pulassa Ade Shanto; Damot pulassa Tomtome; Damot pulassa Lera
Ethiopia,All Clinical Trials,Phase-1,Nutritional,productive safety net targeted ares of Amhara and Oromia regions in Ethiopia
Ethiopia,Infant Clinical Trials,Phase-3,Nutritional,Damot pulassa Bibiso Olola; Damot Pulassa Waribira Suqe; Damot Pulassa Ade Shanto; Damot pulassa Tomtome; Damot pulassa Lera
Ethiopia,Infant Clinical Trials,Phase-1,Nutritional,productive safety net targeted ares of Amhara and Oromia regions in Ethiopia
Ethiopia,All Clinical Trials,Phase-4,Obstetrics and Gynecology,Dilla University Referral Hopsital
Ethiopia,All Clinical Trials,Phase-4,Obstetrics and Gynecology,dilla university referral hospital
Ethiopia,All Clinical Trials,Phase-3,Obstetrics and Gynecology,Dilla Unvirsity Hospital
Ethiopia,All Clinical Trials,Phase-4,Orthopaedics,HAWASSA UNIVERSITY COMPREHENSIVE SPECIALIZED HOSPITAL
Ethiopia,All Clinical Trials,Phase-1,Other,Armauer Hansen Research Institute 
Ethiopia,All Clinical Trials,Phase-4,Pregnancy and Childbirth,Dilla University Refferal Hospital
Ethiopia,All Clinical Trials,Phase-4,Pregnancy and Childbirth,dilla university referral hospita
Ethiopia,All Clinical Trials,Phase-3,Skin and Connective Tissue,Arba Minch general hospital ; Felege Ghion Specialized and Teaching hospital ; Boru Media Hospital  ; ALERT Center 
Ethiopia,All Clinical Trials,Phase-4,Surgery,Hawassa referral hospital
Ethiopia,All Clinical Trials,Phase-4,Surgery,Dilla University Referral Hospital
Ethiopia,All Clinical Trials,Phase-4,Surgery,HAWASSA UNIVERSITY COMPREHENSIVE SPECIALIZED HOSPITAL
Ethiopia,All Clinical Trials,Phase-4,Surgery,dilla university referral hospital
Ethiopia,All Clinical Trials,Phase-4,Surgery,Dilla University Referral Hospital
Kenya,All Clinical Trials,Phase-4,Cancer,Kargeno
Kenya,All Clinical Trials,Phase-3,Cancer,Moi University School of Medicine
Kenya,All Clinical Trials,Phase-2,Cancer,Aga Khan University Hospital; International Cancer Institute
Kenya,All Clinical Trials,Phase-3,Cancer,Sandton Oncology Medical Group ; Cape Town Oncology Trials; Eastleigh Breast Care Centre; WITS Clinical Research Site PPDS; Wilgers Oncology Centre; Excellentis Clinical Trial Consultants; Merc SiReN Medinova Clinical Research; West Rand Oncology Centre; Dr Schnetler Corbett and Partners; Langenhoven Drive Oncology Centre; St Francis Hospital Nsambya; Uganda Cancer Institute; Mediheal Group of Hospitals ; Aga Khan University Hospital
Kenya,All Clinical Trials,Phase-2,Cancer,Aga Khan University Hospital Nairobi
Kenya,All Clinical Trials,Phase-3,Cancer,Aga Khan University Hospital Nairobi; International Cancer Institute; Uganda Cancer Institute
Kenya,All Clinical Trials,Phase-1,Cancer,Aga Khan University Hospital Nairobi
Kenya,All Clinical Trials,Phase-3,Cancer,Aga Khan University; International Cancer Institute
Kenya,All Clinical Trials,Phase-3,Cancer,Aga Khan University Hospital; International Cancer Institute; International Cancer Institute
Kenya,All Clinical Trials,Phase-3,Cancer,International Cancer Institute
Kenya,All Clinical Trials,Phase-3,Cardiology,The Karen Hospital; Creates Strathmore University
Kenya,All Clinical Trials,Phase-3,Circulatory System,Access Afya kwa Njenga clinic; Access Afya Taasia Clinic; Limuru Nursing Home; St Johns Hospital; Coptic Mission Hospital; Kima Mission Hospital; Jumuia Friends Kamusinga Hospital; Mungoma Hospital ; Melchizedek Hospital
Kenya,All Clinical Trials,Phase-3,Circulatory System,The Karen Hospital; Creates Strathmore University
Kenya,All Clinical Trials,Phase-2,Digestive System,Homa Bay District Hospital
Kenya,Infant Clinical Trials,Phase-2,Digestive System,Homa Bay District Hospital
Kenya,All Clinical Trials,Phase-2,Digestive System,Homa Bay District Hospital
Kenya,All Clinical Trials,Phase-2,Nutritional,Homa Bay District Hospital
Kenya,All Clinical Trials,Phase-2,Metabolic,Homa Bay District Hospital
Kenya,All Clinical Trials,Phase-2,Endocrine,Homa Bay District Hospital
Kenya,All Clinical Trials,Phase-2,Paediatrics,Homa Bay District Hospital
Kenya,All Clinical Trials,Phase-2,Endocrine,Kenyatta National Hospital
Kenya,All Clinical Trials,Phase-3,Endocrine,Access Afya kwa Njenga clinic; Access Afya Taasia Clinic; Limuru Nursing Home; St Johns Hospital; Coptic Mission Hospital; Kima Mission Hospital; Jumuia Friends Kamusinga Hospital; Mungoma Hospital ; Melchizedek Hospital
Kenya,All Clinical Trials,Phase-2,Endocrine,Homa Bay District Hospital
Kenya,All Clinical Trials,Phase-2,Endocrine,KEMRI Centre for Clinical Research 
Kenya,All Clinical Trials,Phase-1,Endocrine,Kakamega county general hospital
Kenya,All Clinical Trials,Phase-2,Endocrine,KEMRI Wellcome Trust Research Programme
Kenya,Infant Clinical Trials,Phase-2,Endocrine,Homa Bay District Hospital
Kenya,Infant Clinical Trials,Phase-2,Endocrine,KEMRI Centre for Clinical Research 
Kenya,All Clinical Trials,Phase-3,Genetic,Strathmore University; Lagos University Teaching Hospital Haematology; Barau Dikko Teaching Hospital Kaduna State University; University of Nigeria; KEMRI CRDR; Haematology and Blood Transfusion Unit Department of Human Pathology; KEMRI CCR Butere County Hospital; Aminu Kano Teaching Hospital; University of Abuja; University of Calabar Teaching Hospital
Kenya,All Clinical Trials,Phase-3,Haematological Disorders,Korle Bu Teaching Hospital; Komfo Anokye Teaching Hospital; Gertrude Childrens Hospital; Kenyatto National Hospital; Strathmore University Medical Centre
Kenya,All Clinical Trials,Phase-3,Haematological Disorders,KEMRI CRDR Siaya Clinical Research Annex; Brigham and Womens Hospital; Cairo University Paediatric Hospital about EL Reesh Hospital; Zagazig University Hospitals; Alexandria University Hospital; Al Kasr Al Ainy Cairo University Hospital; Duke University Medical Center; Indiana Hemophilia and Thrombosis Center; Mersin University Medical Faculty; University of South Alabama Children and Women Hospital; General Hospital of Larisa; Sociedad de Oncologia y hematologia del Cesar Ltda; Nini Hospital; Basket University Medical Faculty Adana Dr. Turgut Noyan Practice and Research Center; Organizacion Clinica Bonnadona Prevenir S.A.S; Childrens Healthcare of Atlanta; Acibadem Adana Hospital; University of Nigeria; Alexandria Clinical Research Center; Sultan Qaboos University Hospital; Childrens Hospital Mansoura University; KEMRI CRDR Clinical Research Clinic Nairobi; Cairo University Faculty of Medicine; Clinica De La Costa  PPDS; Hacettepe Universitesi Tip Fakultesi Hastanesi; Gertrudes Childrens Home; International Cancer Institute ICI; Strathmore University; NIMR Mbeya Medical Research Center; Komfo Anokye Teaching Hospital KATH; The University Teaching Hospital Childrens Hospital; Arthur Davison Childrens Hospital; Matero Clinical Research Site
Kenya,All Clinical Trials,Phase-3,Haematological Disorders,KEMRI CRDR SIAYA Clinical Research Annex; National Hospital Abuja; American University of Beirut Medical Center; Hospital Henri Mondor; Dana Farber Cancer Institute; St Jude Childrens Research Hospital; Cukurova University Medical Faculty Balcali Hospital; University of South Florida; Zagazig University Hospitals; Al Kasr Al Ainy Cairo University Hospital; University of Illinois at Chicago; Ain Shams University Hospital; E O Ospedali Galliera; Hospital Avicenne; Jacobi Medical Center; Childrens Hospital of Orange County; DMC Detroit Receiving Hospital; Arkansas Childrens Hospital; Azienda Ospedale Universita Padova; University of Michigan; Strathmore University Medical centre; Universitatsklinikum Freiburg; University Clinic Regensburg; AOU dellUniversita degli Studi della Campania Luigi Vanvitelli; Centre Hospitalier Intercommunal; Aflac Cancer and Blood Disorders Center; Matero Clinical Research Site; Sociedad de Oncologia y hematologia del Cesar Ltda; CHU de Toulouse  IUCT ONCOPOLE; Nini Hospital; Organizacion Clinica Bonnadona Prevenir S.A.S; Kings College Hospital; Gertrudes Childrens Hospital; Aminu Kano Teaching Hospital; University of Nigeria; Lagos University Teaching Hospital Haematology; University of Abuja Teaching Hospital; National Hospital Abuja; University of Calabar Teaching Hospital; Sultan Qaboos University Hospital; Sultan Qaboos University Hospital; International Cancer Institute; NIMR Mbeya Medical Research Center; Komfo Anokye Teaching Hospital KATH; KEMRI CRDR Clinical Research Clinic Nairobi; Kasr El Aini Hospital; Clinica De La Costa PPDS; NIMR Mbeya Medical Research Center; The University Teaching Hospital Childrens Hospital; Arthur Davison Childrens Hospital
Kenya,All Clinical Trials,Phase-2,Haematological Disorders,Gertrudes Childrens Hospital ; KEMRI Centre for clinical Research Butere County Hospital ; Kenya Medical Research Institute ; KEMRI CRDR Clinical Research  Nairobi; Strathmore University ; KEMRI CRDR Siaya Clinical Research Annex; KEMRI USAMRU; Lagos University Teaching Hospital ; University of Nigeria Teaching Hospital; University of Abuja Teaching Hospital; National Hospital Abuja ; Barau Dikko Teaching Hospital ; University of Calabar Teaching Hospital; Ain shams University hospitals ; Mansoura University Hospital ; Cairo University Hospital; Alexandria University Hospital ; Zagazig University Hospital 
Kenya,All Clinical Trials,Phase-2,Haematological Disorders,Victoria Biomedical Research Institute; CREATES Strathmore University Medical Centre; KEMRI Kombewa; International Cancer Institute 
Kenya,All Clinical Trials,Phase-2,Haematological Disorders,University of Nigeria Hematology Department; Lagos University Teaching Hospital; Ahero Clinical Trials Unit; KEMRI  Kombewa; KEMRI Walter Reed Kericho ; Aminu Kano Teaching Hospital   
Kenya,Infant Clinical Trials,Phase-3,Haematological Disorders,Korle Bu Teaching Hospital; Komfo Anokye Teaching Hospital; Gertrude Childrens Hospital; Kenyatta National Hospital; Strathmore University Medical Centre
Kenya,All Clinical Trials,Phase-2,Infections and Infestations,Clinical Research Centre Walter Reed Program Nigeria; Kenya Medical Research Institute  Walter Reed Projec; Kenya Medical Research Institute Walter Reed Projec; Polana Canico Health Research and Training Center ; NIMR Mbeya Medical Research Centre; Makerere University Walter Reed Project
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,Regional Hospital CHR de Man; Homa Bay County Teaching and Referral Hospital
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,Mwea area
Kenya,All Clinical Trials,Phase-2,Infections and Infestations,KEMRI Wellcome Trust Research Programme
Kenya,All Clinical Trials,Phase-2,Infections and Infestations,Novartis Pharma AG; Groupe de Recherche Action en Sante GRAS; Unite de Recherche Clinique; KEMRI Kombewa Clinical Research Centre; MRTC University of Science Techniques and Technology; Department of Paediatrics University of Calabar; Hopital General de Reference St Luc; St Pauls Mission Hospital
Kenya,All Clinical Trials,Phase-4,Infections and Infestations,Thika Level 5 hospital; Ruiru SubCounty hosptial
Kenya,All Clinical Trials,Phase-4,Infections and Infestations,KEMRI  CCR PHRD THIKA PROJECT; Thika level 5 hospital; St. Marys Hospital; Nyeri PGH; Karatina SubCounty Hospital; Kerugoya County Hospital; Muranga County Hospital; Ruiru sub county hospital; Kiambu County referral hospital; Kikuyu Mission Hospital; Mbagathi Subcounty hospital; COPTIC Hospital; Pumwani Maternity Hospital
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,Jaramogi Oginga Odinga Teaching and referral Hospital
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,Ifakara Health Institute IHI; Kenya Medical Research Institute  Center for Respiratory Disease Research KEMRI CRDR; Medical Research Council Uganda Virus Research Institute and London School of Hygiene and Tropical Medicines Uganda Research Unit MRC UVRI and LSHTM; Makerere University CISMAC; Respiratory and Meningeal Pathogens Research Unit RMPRU; South African Tuberculosis Vaccine Initiative SATVI; Family Centre for Research with Ubuntu FAMCRU; Mecru Clinical Research Unit MeCRU; Centre de Recherches Medicales de Lambarene CERMEL; Kenya Medical Research Institute Center for Respiratory Disease Research KEMRI CRDR; Empilweni Services and Research Unit ESRU; Mbeya Medical Research Center NIMR MMRC
Kenya,All Clinical Trials,Phase-4,Infections and Infestations,Apuoyo Mixed Secondary School; Argwings Kodhek Secondary SChool; Dienya Mixed secondary school; Gongo Warom Secondary School; Kaudha Mixed Secondary School; Lundha Mixed Secondary School; Luri Secondary School; Malele mixed Secondary School; Mutumbu Girls Secondary School; Ndegwe Mixed Secondary School; Ndori Mixed Secondary School; Nyagondo Mixed Secondary School; Nyalunya Mixed Secondary School; Nyamninia Secondary School; Nyangulu Secondary School; Ramula Mixed Secondary; Sagam Mixed Secondary School; Lihanda Mixed Secondary School; St Marks Kagilo Secondary; St Paul Siriwo Seconary School; St Peters Wagai Mixed Secondary School; St. Barnabas Anyiko Secondary School; St. Stephens Aluor Mixed Secondary School; Ulumbi Secondary School; Agoro Oyombe Secondary School; Ambrose Adeya Adongo Secondary School; Bar Olengo Secondary School; Christian Mixed Secondary School; Holy Cross Secondary School; Hono Secondary School; Kalkada Secondary School; Uranga Secondary School; Kowet Mixed Secondary School; Mahero Mixed Secondary School; Mahola Mixed Secondary School; Mbaga Mixed Secondary Schoolo; Mulaha Mixed Secondary School; Ngiya Mixed Secondary School; Nyambare Secondary School; Nyasita Mixed Secondary school; Obambo Mixed Secondary School; Senator Obama Kogelo Secondary School; Siaya Township Secondary School; Sidok Mixed Secondary School; St Joseph Nyalula Secondary School; St. Patricks Segere Secondary School; Ulafu Secondary School; Yala Township Mixed Secondary School; Anyiko Mixed Secondary School; Got Nanga Secondary School; Got Odima Secondary School; Inungo Secondary School; Jera Mixed Secondary School; Kagonya Secondary School; Lifunga Girls Secondary School; Luanda Kathieno Mixed Secondary School; Ndenga Secondary School; Ralak Girls Secondary School; Ramunde Secondary School; Sega Township Secondary School; Sihay Secondary School; Siranga Mixed Secondary School; St Jacobs Usinda Secondary School; St Benedicts Konya Secondary School; St. Charles Humwend Secondary School; St. Nicholas Hafumbre Secondary School; St Stephens Siginga Secondary School; Udira Secondary School; Konjra Mixed Secondary School; Madungu Mixed Secondary School; Moi Uloma Secondary School; Mudhiero Secondary School; Ngunya Mixed Secondary School; Nyasanda Community Secondary SChool; Sidindi Secondary School; Simenya Secondary School; Simerro Secondary School; St Alloice Mbosie Secondary SChool; St. Antony Uluthe Secondary School; St Pauls Sigomre Secondary School; St Peters Rambula Secondary School; Tingare Mixed Secondary School; Ulwani Mixed Secondary School; Umina Mixed Secondary School; Gagra Secondary School; Kitambo Secondary School; Lieta Secondary School; Majango Secondary School; Memba Secondary School; Ndigwa Secondary School; Nyagoko Secondary School; Okela Secondary School; Raliew Secondary School; Rarieda Secondary School; Siger Secondary School; Kandaria Secondary School
Kenya,All Clinical Trials,Phase-4,Infections and Infestations,KEMRI CCR PHRD THIKA PROJECT
Kenya,All Clinical Trials,Phase-4,Infections and Infestations,CMR KEMRI LUMUMBA
Kenya,All Clinical Trials,Phase-4,Infections and Infestations,Kenya site 12 Eldoret
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,Kisumu Clinical Research Site Jaramogi Oginga Odinga Teaching and Referral Hospital
Kenya,All Clinical Trials,Phase-4,Infections and Infestations,Partners in Prevention House
Kenya,All Clinical Trials,Phase-2,Infections and Infestations,Partners in Health Research and Development CCR KEMRI ; Kenya Aids Vaccine Initiative; UVRI IAVI; Infectious  Institute; Center for Family Health Research; The Wits RHI
Kenya,All Clinical Trials,Phase-1,Infections and Infestations,KEMRI Wellcome Trust Research Programme  Centre for Geographic Medicine Coast KWTRP CGMRC
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,Ahero County Referral Hospital; Akala Subcounty Hospital; Homabay County Referral Hospital; Rabuor Subcounty referral Hospital
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,Ahero Sub County Hospital; Homabay County Referral Hospital; Rabuor Sub county Hospital; Akala Sub County Hospital
Kenya,All Clinical Trials,Phase-2,Infections and Infestations,Kisumu Clinical Research Site
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,Kenya Medical Research Institute CGMRC; Kenya Medical Research Institute CGHR; Fountain Projects and Research Office Clinical Research Center
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,Kenyatta University Teaching Referral and Research Hospital
Kenya,All Clinical Trials,Phase-1,Infections and Infestations,Zambia Emory HIV Research Project ; Kenya AIDS Vaccine Institute for Clinical Research ; Kenya Medical Research Institute  Wellcome Trust; Medical Research and Uganda Virus Research Institute and London School of Hygiene and Tropical Medicine Uganda Research Unit. 
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,KEMRI Ahero Clinical Trials Unit. ; KEMRI Kondele Children Hospital ; KEMRI Centre for Respiratory Disease Research    ; Kericho Kenya Medical Research Institute United States of Army Medical Research Directorate ; KEMRI  Centre for Global Health Research; KEMRI Centre for Clinical Research 
Kenya,All Clinical Trials,Phase-1,Infections and Infestations,KAVI Institute of Clinical Research ; Seattle HIV Vaccine Trials Unit; Ragon Institute of MGH  MIT and Harvard
Kenya,All Clinical Trials,Phase-4,Infections and Infestations,Thika Partners Study Clinic located in Thika Kenya
Kenya,All Clinical Trials,Phase-1,Infections and Infestations,Kilifi County Hospital  KEMRI Wellcome Trust Research Programme
Kenya,All Clinical Trials,Phase-2,Infections and Infestations,Kombewa Clinical Research Centre
Kenya,All Clinical Trials,Phase-1,Infections and Infestations,KEMRI WRP KERICHO
Kenya,All Clinical Trials,Phase-2,Infections and Infestations,Kenya Medical Research Institute CGMRC
Kenya,All Clinical Trials,Phase-2,Infections and Infestations,AgaKhan University Hospital Nairobi
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,Jaramogi Oginga Odinga Teaching and Referral Hospital; Kisumu County Referral Hospital; Ouagadougou Hospitals;  Bobo Dioulasso Hospitals
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,Mbagathi referral hospital
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,Kenya Medical Research Institute United States Army Medical Research Directorate Africa  Kenya 
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,CRDC KEMRI; KEMRI USAMRD Africa Kenya; Aga Khan University Hospital; KEMRI CGHR HIVR Division 
Kenya,All Clinical Trials,Phase-1,Infections and Infestations,Kenya Medical Research Institute Kisumu Clinical Research Site
Kenya,All Clinical Trials,Phase-4,Infections and Infestations,KENYA MEDICAL RESEARCH INSTITUTE WALTER REED PROJECT CLINICAL RESEARCH CENTER
Kenya,All Clinical Trials,Phase-2,Infections and Infestations,Kenya AIDS Vaccine Initiative Institute of Clinical Research ; Medical Research Council Uganda Virus Research Institute London School of Hygiene and Tropical Medicine
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,KAVI Institute of Clinical Research University of Nairobi; KEMRI Wellcome Trust ; AMPATH Moi University Teaching and Referral Hospital Eldoret
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,KEMRI CRDR Siaya Clinical Research Annex; Brigham and Womens Hospital; Cairo University Paediatric Hospital about EL Reesh Hospital; Zagazig University Hospitals; Alexandria University Hospital; Al Kasr Al Ainy Cairo University Hospital; Duke University Medical Center; Indiana Hemophilia and Thrombosis Center; Mersin University Medical Faculty; University of South Alabama Children and Women Hospital; General Hospital of Larisa; Sociedad de Oncologia y hematologia del Cesar Ltda; Nini Hospital; Basket University Medical Faculty Adana Dr. Turgut Noyan Practice and Research Center; Organizacion Clinica Bonnadona Prevenir S.A.S; Childrens Healthcare of Atlanta; Acibadem Adana Hospital; University of Nigeria; Alexandria Clinical Research Center; Sultan Qaboos University Hospital; Childrens Hospital Mansoura University; KEMRI CRDR Clinical Research Clinic Nairobi; Cairo University Faculty of Medicine; Clinica De La Costa  PPDS; Hacettepe Universitesi Tip Fakultesi Hastanesi; Gertrudes Childrens Home; International Cancer Institute ICI; Strathmore University; NIMR Mbeya Medical Research Center; Komfo Anokye Teaching Hospital KATH; The University Teaching Hospital Childrens Hospital; Arthur Davison Childrens Hospital; Matero Clinical Research Site
Kenya,All Clinical Trials,Phase-2,Infections and Infestations,Mbale Regional Regional Referral Hospital; Soroti Regional Referral Hospital; Kilifi County Hospital
Kenya,All Clinical Trials,Phase-2,Infections and Infestations,Institut de Recherche en Science de la Sante; Centre National de Recherche et de Formation sur le Paludisme Niangoloko; Centre National de Recherche et de Formation sur le Paludisme Banfora; Pasteur Institute of Ivory Coast; Pasteur Institute of Ivory Coast  Ayame site; Centre de Recherches Medicales de Lambarene CERMEL; MRC Gambia Unit; KEMRI Siaya Clinical Research Annexe; KEMRI Kombewa; Malaria Research and Training Center Bougoula Hameau; Chokwe Health Research and Training Centre; MRC.UVRI and LSHTM Uganda Research Unit; Infectious  Research Collaboration IDRC Tororo
Kenya,All Clinical Trials,Phase-4,Infections and Infestations,Kenyatta National Hospital; Jaramogi Oginga Odinga Teaching and Referral Hospital
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,KEMRI CRDR Siaya Clinical Research Annex; Hospital Henri Mondor; American University of Beirut Medical Center; St Jude Childrens Research Hospital; Cairo University Paediatric Hospital abou El Reesh Hospital; Zagazig University Hospitals; Alexandria University Hospital; Al Kasr Al Ainy Cairo University Hospital; Hospital Santa Marcelina; University of Illinois at Chicago; Duke University Medical Centre; Ain Shams University Hospital; E O Ospedali Galliera; Hopital Avicenne; University of South Alabama; Arkansas Childrens Hospital; University of Michigan; Mersin University Medical Faculty; Hospital Pablo Tobon Uribe; Centre Hospital Intercommunal; Fundacao Faculdade Regional de Medicina de Sao Jose Do Rio; Hospital de Clinicas de Porto Alegre HCPA  PPDS; Nini Hospital; Universitatsklinikum Regensburg; Baskent University Medical Faculty Adana Dr Turgut Noyan Practice and Research Center; Organizacion Clinical Bonnadona Prevenir S.A.S; Childrens Healthcare of Atlanta; Acibadem Adana Hospital; Kings College Hospital; University of Nigeria; Lagos University Teaching Hospital Haematology; University of Abuja Teaching Hospital; National Hospital Abuj; Alexandria Clinical Research Center; Sultan Qaboos University Hospital; International Cancer Institute; HEMORIO Unidade de Pesquisa Clinica; Childrens Hospital Mansoura University; Komfo Anokye Teaching Hospital KATH; KEMRI CRDR Clinical Research Clinic Nairobi; Kasr El Aini Hospital; AOU Seconda Universita degli Studi di Napoli Primo Policlinico; Clinica De La Costa  PPDS; Hacettepe Universitesi Tip Fakultesi Hastanesi; Strathmore University; International Cancer Institute; The University Teaching Hospital Childrens Hospital; Arthur Davison Childrens Hospital; Matero Clinical Research Site
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,KEMRI CRDR Siaya Clinical Research Annex; Hospital Henri Mondor; American University of Beirut Medical Center; St Jude Childrens Research Hospital; Cairo University Paediatric Hospital abou El Reesh Hospital; Zagazig University Hospitals; Alexandria University Hospital; Al Kasr Al Ainy Cairo University Hospital; Hospital Santa Marcelina; University of Illinois at Chicago; Duke University Medical Centre; Ain Shams University Hospital; E O Ospedali Galliera; Hopital Avicenne; University of South Alabama; Arkansas Childrens Hospital; University of Michigan; Mersin University Medical Faculty; Hospital Pablo Tobon Uribe; Centre Hospital Intercommunal; Fundacao Faculdade Regional de Medicina de Sao Jose Do Rio; Hospital de Clinicas de Porto Alegre HCPA  PPDS; Nini Hospital; Universitatsklinikum Regensburg; Baskent University Medical Faculty Adana Dr Turgut Noyan Practice and Research Center; Organizacion Clinical Bonnadona Prevenir S.A.S; Childrens Healthcare of Atlanta; Acibadem Adana Hospital; Kings College Hospital; University of Nigeria; Lagos University Teaching Hospital Haematology; University of Abuja Teaching Hospital; National Hospital Abuj; Alexandria Clinical Research Center; Sultan Qaboos University Hospital; International Cancer Institute; HEMORIO Unidade de Pesquisa Clinica; Childrens Hospital Mansoura University; Komfo Anokye Teaching Hospital KATH; KEMRI CRDR Clinical Research Clinic Nairobi; Kasr El Aini Hospital; AOU Seconda Universita degli Studi di Napoli Primo Policlinico; Clinica De La Costa  PPDS; Hacettepe Universitesi Tip Fakultesi Hastanesi; Strathmore University; International Cancer Institute; The University Teaching Hospital Childrens Hospital; Arthur Davison Childrens Hospital; Matero Clinical Research Site
Kenya,All Clinical Trials,Phase-1,Infections and Infestations,Kenya Medical Research Institute (KEMRI)/ United States Army Medical Research Directorate- Kenya (USAMRD-K)
Kenya,All Clinical Trials,Phase-2,Infections and Infestations,Kenyatta University Teaching Referral and Research Hospital KUTRRH; Kenya Medical Research Institute US Army Medical Research Directorate Kericho; Kenya Medical Research Institute US Army Medical Research Directorate Kisumu Field Station; KEMRI Centre for Respiratory Disease Research CRDR Kenyatta National Hospital; Victoria Biomedical Research Institute VIBRI
